"","Id","Elevation","Aspect","Slope","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Cover_Type","wild","soil","h_fire","h_water","h_road","v_water"
"3585",3585,2049,87,24,247,194,63,"4","4","14",552,0,480,0
"3586",3586,2016,352,10,203,223,158,"4","4","14",417,0,330,0
"3587",3587,3229,30,8,218,223,140,"7","1","39",2656,42,4057,5
"3588",3588,3221,90,3,224,234,146,"7","1","23",2698,0,3967,0
"3589",3589,3225,110,31,254,190,39,"1","1","29",3268,192,3010,102
"3590",3590,3146,204,32,185,248,177,"1","1","29",3596,247,1994,-33
"3591",3591,2801,106,14,243,223,107,"5","3","31",631,319,1761,50
"3592",3592,2878,231,12,201,251,186,"5","3","31",797,361,2060,113
"3593",3593,2844,153,18,239,238,122,"5","3","33",1195,30,417,4
"3594",3594,2829,167,29,229,235,115,"5","3","13",1294,60,552,6
"3595",3595,2777,113,22,251,212,77,"5","3","13",1448,42,750,12
"3596",3596,2328,155,5,226,240,149,"3","4","4",495,395,182,66
"3597",3597,2337,267,19,168,244,213,"3","4","10",641,437,255,75
"3598",3598,2264,310,15,178,229,190,"3","4","10",228,300,845,152
"3599",3599,2299,296,23,151,226,213,"3","4","10",150,306,808,187
"3600",3600,2330,35,8,219,224,140,"3","4","6",108,360,760,106
"3601",3601,2115,163,16,233,243,135,"4","4","1",1008,42,1293,5
"3602",3602,2104,154,9,231,241,141,"4","4","17",977,30,1290,-1
"3603",3603,2122,50,14,226,209,114,"4","4","17",932,0,1299,0
"3604",3604,2109,97,15,244,216,98,"4","4","1",930,0,1307,0
"3605",3605,2146,304,40,83,185,225,"3","4","10",938,85,1332,50
"3606",3606,2290,297,25,142,222,217,"3","4","10",1020,365,1436,214
"3607",3607,2342,77,18,240,205,89,"4","4","2",1012,514,1458,261
"3608",3608,2326,86,27,247,183,47,"4","4","2",983,543,1434,241
"3609",3609,2295,95,21,248,204,74,"4","4","2",924,537,1387,1
"3610",3610,2294,241,23,169,251,214,"4","4","6",837,503,1318,0
"3611",3611,2306,234,24,173,253,209,"4","4","6",808,495,1296,12
"3612",3612,2298,133,30,251,210,63,"4","4","3",693,417,1209,172
"3613",3613,2271,122,28,254,205,58,"4","4","3",636,366,1167,145
"3614",3614,2258,137,24,249,222,87,"4","4","3",607,342,1146,133
"3615",3615,2253,183,22,220,248,150,"4","4","3",579,319,1126,128
"3616",3616,2260,210,29,183,251,188,"4","4","3",552,297,1106,135
"3617",3617,2271,207,33,180,248,182,"4","4","3",524,277,1087,151
"3618",3618,2273,161,37,229,220,88,"4","4","3",470,234,1050,153
"3619",3619,2242,126,38,250,185,23,"4","4","3",417,201,1015,129
"3620",3620,2169,116,32,254,191,38,"4","4","3",319,108,953,58
"3621",3621,2153,123,32,254,198,45,"4","4","3",297,85,939,42
"3622",3622,2139,129,31,252,204,54,"4","4","3",277,67,926,35
"3623",3623,2100,352,23,172,193,154,"4","4","4",212,0,874,0
"3624",3624,2100,6,19,194,201,141,"4","4","4",228,0,849,0
"3625",3625,2336,18,32,178,157,99,"3","4","6",488,247,832,175
"3626",3626,2262,308,31,122,204,215,"3","4","10",649,90,860,52
"3627",3627,2324,313,21,159,219,198,"6","4","5",752,210,924,114
"3628",3628,2280,33,20,212,192,108,"6","4","5",916,67,1020,17
"3629",3629,2027,102,12,239,225,114,"4","4","14",510,0,420,0
"3630",3630,2021,343,13,192,219,165,"4","4","14",458,0,360,0
"3631",3631,2838,108,18,247,217,92,"5","3","13",780,424,1679,88
"3632",3632,2846,203,16,210,253,173,"5","3","33",644,258,2230,89
"3633",3633,2852,223,19,191,254,194,"5","3","31",671,277,2200,100
"3634",3634,2868,204,9,215,248,168,"5","3","31",780,330,2083,103
"3635",3635,2885,273,12,188,243,195,"2","3","31",892,331,1965,87
"3636",3636,2876,167,8,226,243,150,"5","3","33",1048,30,182,0
"3637",3637,2843,130,8,233,236,135,"5","3","33",1182,0,350,0
"3638",3638,2830,139,13,240,235,123,"5","3","33",1237,0,430,0
"3639",3639,2807,146,24,244,229,99,"5","3","13",1379,30,626,5
"3640",3640,2361,280,22,155,236,219,"3","4","10",696,430,319,109
"3641",3641,2158,351,11,199,221,159,"4","4","14",738,0,981,0
"3642",3642,2162,322,16,179,223,183,"3","4","10",752,30,993,9
"3643",3643,2302,336,31,136,181,174,"3","4","10",424,277,984,164
"3644",3644,2328,106,8,233,231,130,"3","4","6",108,331,785,104
"3645",3645,2326,108,8,235,231,128,"3","4","2",134,335,782,102
"3646",3646,2115,164,18,234,242,132,"4","4","1",1073,30,1273,5
"3647",3647,2116,8,2,217,235,155,"4","4","1",1048,30,1266,0
"3648",3648,2110,60,9,228,221,126,"4","4","17",1025,0,1261,0
"3649",3649,2106,47,8,223,223,135,"4","4","17",1015,0,1260,0
"3650",3650,2107,354,7,209,228,157,"4","4","17",1006,0,1260,0
"3651",3651,2116,77,16,238,210,98,"4","4","17",960,0,1273,0
"3652",3652,2106,52,13,227,212,117,"4","4","17",960,0,1277,0
"3653",3653,2326,282,25,144,232,224,"3","4","10",1073,430,1437,253
"3654",3654,2346,181,10,224,247,155,"4","4","2",1048,488,1466,270
"3655",3655,2339,126,21,250,220,87,"4","4","2",1019,518,1476,264
"3656",3656,2310,101,27,252,194,52,"4","4","2",960,551,1429,152
"3657",3657,2296,100,22,250,205,72,"4","4","2",931,537,1406,138
"3658",3658,2286,109,13,242,225,110,"4","4","2",902,524,1383,128
"3659",3659,2290,238,20,180,253,206,"4","4","2",845,497,1338,150
"3660",3660,2302,226,22,184,254,200,"4","4","6",816,484,1316,162
"3661",3661,2305,160,28,235,233,108,"4","4","3",759,457,1273,169
"3662",3662,2284,144,29,246,220,80,"4","4","3",702,402,1230,154
"3663",3663,2277,135,27,250,216,75,"4","4","3",674,376,1209,151
"3664",3664,2263,126,29,253,206,59,"4","4","3",646,350,1189,137
"3665",3665,2240,171,22,229,243,134,"4","4","3",591,300,1149,115
"3666",3666,2244,202,28,195,251,175,"4","4","3",564,277,1129,119
"3667",3667,2249,163,37,226,221,92,"4","4","3",484,212,1074,129
"3668",3668,2242,149,37,238,209,64,"4","4","3",458,192,1057,122
"3669",3669,2227,137,35,248,202,50,"4","4","3",433,175,1040,107
"3670",3670,2199,116,30,254,195,44,"4","4","3",384,150,1008,86
"3671",3671,2182,107,30,254,189,39,"4","4","3",361,124,994,69
"3672",3672,2164,105,32,254,182,29,"4","4","3",339,95,979,53
"3673",3673,2143,110,32,254,187,35,"4","4","3",319,67,966,32
"3674",3674,2128,117,28,254,200,53,"4","4","3",300,42,953,17
"3675",3675,2108,338,16,183,215,170,"4","4","4",256,0,920,0
"3676",3676,2166,266,27,141,239,231,"3","4","1",361,95,870,44
"3677",3677,2340,321,13,185,227,181,"6","4","5",752,272,984,130
"3678",3678,2311,22,23,199,184,113,"6","4","5",819,127,1149,48
"3679",3679,2034,104,16,246,217,95,"4","4","14",551,0,450,0
"3680",3680,2027,19,11,212,217,141,"4","4","14",525,0,420,0
"3681",3681,2061,46,31,212,157,58,"3","4","10",342,108,180,66
"3682",3682,3226,62,12,230,215,115,"7","1","39",2737,42,3994,5
"3683",3683,2933,301,3,211,238,165,"2","3","32",1245,474,1392,49
"3684",3684,2863,231,6,210,246,173,"5","3","31",765,300,2106,98
"3685",3685,2865,274,6,203,242,177,"5","3","31",792,300,2077,100
"3686",3686,2964,289,14,179,238,198,"2","3","31",1273,484,1579,8
"3687",3687,3011,208,7,215,247,167,"2","3","32",1653,376,1205,27
"3688",3688,2802,150,9,232,240,139,"5","3","13",1379,0,589,0
"3689",3689,2317,251,10,198,247,187,"3","4","10",573,362,268,55
"3690",3690,2164,337,10,197,225,167,"4","4","14",711,0,1008,0
"3691",3691,2177,316,22,155,215,197,"3","4","10",741,60,1033,24
"3692",3692,2275,313,17,172,225,192,"3","4","10",212,350,899,51
"3693",3693,2123,141,26,247,222,86,"4","4","1",1142,42,1259,12
"3694",3694,2108,155,7,228,241,146,"4","4","1",1114,30,1248,-1
"3695",3695,2117,327,14,184,223,178,"4","4","17",1087,0,1239,0
"3696",3696,2108,340,12,195,223,166,"4","4","17",1034,30,1230,2
"3697",3697,2291,118,23,252,213,76,"4","4","2",940,510,1425,133
"3698",3698,2280,152,31,240,223,88,"4","4","3",741,417,1273,144
"3699",3699,2264,146,30,245,220,81,"4","4","3",685,362,1231,134
"3700",3700,2231,190,26,209,249,157,"4","4","3",577,258,1153,106
"3701",3701,2201,140,32,247,212,67,"4","4","3",426,134,1050,81
"3702",3702,2189,133,30,251,210,63,"4","4","3",404,124,1034,76
"3703",3703,2176,121,29,254,202,54,"4","4","3",382,108,1020,63
"3704",3704,2160,108,32,254,185,32,"4","4","3",361,85,1006,47
"3705",3705,2140,105,32,254,182,29,"4","4","3",342,60,993,29
"3706",3706,2111,95,13,240,221,110,"4","4","3",309,0,969,0
"3707",3707,2122,5,22,186,192,138,"4","4","4",309,0,902,0
"3708",3708,2278,18,33,175,152,96,"3","4","10",313,335,819,117
"3709",3709,2270,11,33,168,156,109,"3","4","10",301,339,812,195
"3710",3710,2237,22,33,181,153,90,"3","4","10",313,268,810,128
"3711",3711,2233,352,19,184,204,156,"3","4","10",404,108,824,-32
"3712",3712,2256,359,19,188,202,149,"3","4","10",516,0,864,0
"3713",3713,2340,283,9,196,241,184,"6","4","5",721,247,990,130
"3714",3714,2317,27,23,203,183,107,"6","4","5",805,134,1140,54
"3715",3715,2037,125,19,248,223,94,"4","4","3",592,0,481,0
"3716",3716,3094,213,13,207,252,178,"1","1","29",3640,180,2075,-35
"3717",3717,2953,276,12,189,242,193,"2","3","31",1224,446,1630,145
"3718",3718,2290,171,6,225,243,153,"4","4","10",301,300,127,28
"3719",3719,2168,316,15,179,226,187,"4","4","14",685,0,1034,0
"3720",3720,2294,330,31,133,186,184,"3","4","10",660,268,1188,149
"3721",3721,2314,321,21,162,215,190,"3","4","10",480,330,1068,171
"3722",3722,2124,145,19,242,234,113,"4","4","1",1183,30,1237,8
"3723",3723,2114,336,19,175,211,173,"4","4","17",1140,0,1218,0
"3724",3724,2129,341,27,152,188,168,"4","4","17",1115,30,1209,19
"3725",3725,2157,43,37,199,133,39,"3","4","10",1024,67,1206,32
"3726",3726,2305,132,24,250,219,82,"4","4","2",1006,516,1448,142
"3727",3727,2295,127,23,251,217,81,"4","4","2",977,499,1465,132
"3728",3728,2276,122,13,242,229,114,"4","4","2",920,470,1423,118
"3729",3729,2272,161,9,230,242,144,"4","4","2",892,457,1401,114
"3730",3730,2273,186,23,216,249,154,"4","4","2",836,430,1358,127
"3731",3731,2275,174,26,225,242,133,"4","4","3",808,417,1337,135
"3732",3732,2263,152,27,241,229,98,"4","4","3",752,390,1294,127
"3733",3733,2228,129,23,250,220,86,"4","4","3",644,295,1214,102
"3734",3734,2214,173,22,228,244,137,"4","4","3",592,242,1176,88
"3735",3735,2216,185,27,214,247,149,"4","4","3",566,216,1158,91
"3736",3736,2219,175,28,223,241,131,"4","4","3",541,192,1140,94
"3737",3737,2208,148,30,243,221,83,"4","4","3",492,150,1107,88
"3738",3738,2175,147,32,243,217,76,"4","4","3",424,95,1061,55
"3739",3739,2165,141,31,247,214,70,"4","4","3",404,85,1047,52
"3740",3740,2154,126,33,253,199,46,"4","4","3",384,67,1033,41
"3741",3741,2118,113,22,251,211,77,"4","4","3",350,30,1008,7
"3742",3742,2140,23,35,177,144,82,"3","4","10",335,30,932,18
"3743",3743,2130,16,22,195,187,122,"4","4","10",350,0,930,0
"3744",3744,2320,62,22,233,189,79,"3","4","6",324,258,866,60
"3745",3745,2251,12,30,174,164,112,"3","4","10",295,242,840,-14
"3746",3746,2269,325,25,151,204,189,"3","4","10",525,42,902,13
"3747",3747,2316,330,27,145,196,184,"6","4","5",631,150,953,106
"3748",3748,2350,347,6,208,230,160,"6","4","6",706,309,1087,87
"3749",3749,2039,130,17,246,228,105,"4","4","3",633,0,514,0
"3750",3750,2080,334,34,125,175,177,"6","4","10",488,85,335,51
"3751",3751,2822,82,14,238,215,105,"5","3","31",767,319,1786,72
"3752",3752,2990,248,3,214,241,165,"2","3","31",1537,417,404,70
"3753",3753,2286,189,6,220,244,159,"4","4","10",300,270,150,24
"3754",3754,2290,252,12,192,248,194,"3","4","10",330,270,170,28
"3755",3755,2167,302,9,196,236,180,"4","4","14",644,0,1015,0
"3756",3756,2220,326,30,133,192,191,"3","4","10",726,124,1114,67
"3757",3757,2302,106,16,246,218,96,"3","4","6",361,379,1024,166
"3758",3758,2121,162,23,235,238,120,"4","4","1",1240,0,1224,0
"3759",3759,2121,334,21,166,206,176,"4","4","17",1181,0,1194,0
"3760",3760,2128,331,30,137,189,183,"4","4","17",1167,30,1189,17
"3761",3761,2192,36,31,202,158,73,"3","4","10",1057,108,1173,67
"3762",3762,2297,113,18,248,219,94,"4","4","2",1015,492,1423,134
"3763",3763,2287,101,16,245,217,97,"4","4","2",987,474,1440,124
"3764",3764,2270,53,9,226,220,128,"3","4","2",902,430,1421,112
"3765",3765,2206,97,13,241,221,108,"4","4","10",607,228,1200,80
"3766",3766,2203,158,15,235,241,132,"4","4","3",582,201,1182,77
"3767",3767,2200,158,27,237,232,107,"4","4","3",534,150,1148,75
"3768",3768,2180,141,34,246,209,61,"4","4","3",488,108,1116,60
"3769",3769,2167,145,34,244,212,68,"4","4","3",467,85,1101,47
"3770",3770,2157,151,33,240,218,79,"4","4","3",446,67,1087,37
"3771",3771,2137,140,33,247,210,63,"4","4","3",408,42,1060,24
"3772",3772,2123,130,27,252,213,69,"4","4","3",391,30,1048,10
"3773",3773,2140,333,20,170,210,177,"4","4","1",391,0,960,0
"3774",3774,2306,224,25,178,254,202,"3","4","6",484,175,979,75
"3775",3775,2317,311,25,146,214,204,"6","4","5",591,134,966,88
"3776",3776,2332,336,11,195,225,169,"6","4","5",646,190,994,122
"3777",3777,2331,305,6,204,237,172,"6","4","5",661,216,1008,121
"3778",3778,2338,305,9,195,235,181,"6","4","6",661,268,1040,128
"3779",3779,2356,332,13,190,224,173,"6","4","6",677,324,1110,93
"3780",3780,2039,350,7,208,228,159,"4","4","14",649,0,518,0
"3781",3781,2043,330,20,168,211,180,"6","4","14",624,30,488,4
"3782",3782,2045,46,22,221,188,92,"6","4","4",379,124,127,67
"3783",3783,2862,111,22,251,211,77,"5","3","13",912,417,1716,106
"3784",3784,2845,108,14,243,223,107,"5","3","13",860,366,1752,91
"3785",3785,2836,238,17,187,252,200,"5","3","31",732,192,2181,71
"3786",3786,2186,300,28,131,216,219,"3","4","10",633,30,1053,19
"3787",3787,2255,324,33,122,186,194,"3","4","10",743,190,1168,103
"3788",3788,2320,316,28,136,204,202,"3","4","10",663,323,1231,171
"3789",3789,2297,332,14,187,222,174,"3","4","10",218,277,981,73
"3790",3790,2304,331,11,195,227,171,"3","4","6",162,242,959,80
"3791",3791,2130,172,11,228,245,148,"4","4","17",1299,60,1348,2
"3792",3792,2128,190,13,219,250,161,"4","4","17",1302,60,1333,-3
"3793",3793,2132,203,17,210,253,173,"4","4","1",1307,60,1317,0
"3794",3794,2110,163,7,227,242,148,"4","4","17",1266,0,1195,0
"3795",3795,2112,236,3,213,242,166,"4","4","17",1250,30,1187,-8
"3796",3796,2133,321,28,136,200,197,"4","4","17",1207,30,1165,15
"3797",3797,2186,331,36,114,170,181,"3","4","10",1100,124,1140,80
"3798",3798,2174,11,32,168,157,110,"3","4","10",1080,120,1154,49
"3799",3799,2271,13,20,196,195,131,"3","4","10",859,376,1400,113
"3800",3800,2246,23,24,199,182,111,"3","4","10",726,313,1298,110
"3801",3801,2199,82,19,242,204,84,"4","4","10",600,190,1207,73
"3802",3802,2187,138,19,246,229,103,"4","4","10",553,134,1173,62
"3803",3803,2178,131,26,251,216,76,"4","4","3",531,108,1158,53
"3804",3804,2165,127,30,253,206,58,"4","4","3",509,85,1142,40
"3805",3805,2151,133,31,251,208,61,"4","4","3",488,67,1128,31
"3806",3806,2131,147,27,244,225,91,"4","4","3",450,30,1100,11
"3807",3807,2111,338,7,205,230,164,"4","4","4",402,0,1064,0
"3808",3808,2271,23,12,213,215,137,"4","4","6",417,0,931,0
"3809",3809,2357,318,13,187,228,182,"6","4","6",641,362,1116,147
"3810",3810,2047,326,17,176,219,182,"6","4","14",666,30,524,8
"3811",3811,2065,313,28,134,206,206,"6","4","10",618,67,466,26
"3812",3812,2054,243,33,137,244,230,"3","4","5",458,124,295,56
"3813",3813,2132,254,32,130,240,236,"3","4","5",531,242,408,134
"3814",3814,3226,55,19,228,196,93,"7","1","39",2871,67,3930,10
"3815",3815,3219,62,17,232,202,95,"7","1","39",2885,42,3900,9
"3816",3816,3153,121,12,240,230,117,"1","1","22",3441,42,2941,7
"3817",3817,2947,351,23,172,194,155,"2","1","30",808,240,270,134
"3818",3818,2812,224,22,184,254,199,"5","3","13",680,108,2266,51
"3819",3819,2822,222,16,198,254,189,"5","3","13",703,127,2236,57
"3820",3820,2317,116,11,240,229,118,"3","4","11",162,228,95,55
"3821",3821,2310,103,16,245,219,99,"3","4","11",190,218,108,48
"3822",3822,2285,106,7,232,232,132,"4","4","10",277,210,175,23
"3823",3823,2313,207,8,215,247,168,"3","4","2",424,210,277,51
"3824",3824,2297,323,36,110,179,196,"3","4","10",755,256,1224,147
"3825",3825,2148,146,21,244,232,106,"4","4","1",1233,30,1231,6
"3826",3826,2142,157,17,236,240,128,"4","4","1",1263,0,1249,0
"3827",3827,2143,203,24,200,253,176,"4","4","1",1323,0,1284,0
"3828",3828,2153,208,32,181,249,184,"4","4","1",1321,30,1302,10
"3829",3829,2129,142,5,228,239,144,"4","4","17",1323,30,1357,1
"3830",3830,2126,333,4,210,234,163,"4","4","17",1332,30,1307,-6
"3831",3831,2136,236,17,187,253,199,"4","4","1",1347,60,1262,0
"3832",3832,2126,128,20,248,224,95,"4","4","1",1340,30,1198,7
"3833",3833,2111,111,6,230,234,137,"4","4","17",1307,0,1177,0
"3834",3834,2114,326,5,206,234,166,"4","4","17",1291,30,1167,0
"3835",3835,2119,303,19,163,227,202,"4","4","17",1262,60,1150,-1
"3836",3836,2180,40,27,211,169,78,"3","4","10",1177,120,1114,59
"3837",3837,2191,7,29,171,169,123,"3","4","10",1110,150,1124,66
"3838",3838,2213,341,34,130,168,164,"3","4","10",1116,192,1158,97
"3839",3839,2240,333,34,125,176,179,"3","4","10",1130,255,1187,140
"3840",3840,2249,334,33,127,177,178,"3","4","10",1136,277,1198,147
"3841",3841,2256,44,19,221,195,102,"4","4","10",716,277,1302,120
"3842",3842,2248,64,20,234,195,85,"4","4","10",691,255,1284,112
"3843",3843,2160,105,27,253,195,51,"4","4","10",531,67,1168,35
"3844",3844,2143,110,28,254,196,50,"4","4","3",511,42,1154,18
"3845",3845,2129,121,22,251,216,80,"4","4","3",492,30,1140,9
"3846",3846,2120,127,12,240,232,121,"4","4","3",474,0,1127,0
"3847",3847,2118,62,6,225,228,138,"4","4","3",458,0,1115,0
"3848",3848,2116,353,13,196,216,157,"4","4","4",443,0,1103,0
"3849",3849,2166,320,18,170,219,188,"4","4","10",458,0,1020,0
"3850",3850,2275,315,12,187,230,183,"4","4","16",430,30,968,4
"3851",3851,2083,21,28,190,169,103,"6","4","10",470,228,234,115
"3852",3852,2156,185,13,222,249,157,"3","4","2",616,330,467,158
"3853",3853,3167,143,5,227,239,146,"1","1","23",3346,60,3120,0
"3854",3854,2284,114,6,230,234,138,"4","4","10",285,180,192,22
"3855",3855,2327,326,35,116,180,191,"3","4","10",730,295,1266,177
"3856",3856,2315,346,4,212,233,159,"3","4","6",216,212,1025,91
"3857",3857,2148,121,18,248,223,96,"4","4","1",1206,30,1240,6
"3858",3858,2142,133,12,239,234,124,"4","4","1",1236,0,1256,0
"3859",3859,2140,135,5,228,238,144,"4","4","17",1266,0,1273,0
"3860",3860,2138,124,3,225,237,146,"4","4","17",1296,30,1290,-3
"3861",3861,2135,182,8,223,246,156,"4","4","17",1325,0,1308,0
"3862",3862,2136,203,20,206,253,175,"4","4","17",1351,0,1326,0
"3863",3863,2128,342,9,202,227,164,"4","4","17",1353,0,1332,0
"3864",3864,2132,353,15,193,213,157,"4","4","17",1362,0,1282,0
"3865",3865,2137,13,12,208,215,142,"4","4","17",1366,0,1266,0
"3866",3866,2130,38,5,220,228,144,"4","4","17",1371,30,1250,-6
"3867",3867,2133,233,9,205,249,181,"4","4","17",1377,30,1235,0
"3868",3868,2111,238,3,214,242,166,"4","4","17",1333,0,1148,0
"3869",3869,2118,299,9,196,237,181,"4","4","17",1317,30,1138,7
"3870",3870,2118,317,11,191,231,179,"4","4","17",1302,60,1129,4
"3871",3871,2126,296,21,157,229,210,"4","4","17",1288,85,1121,16
"3872",3872,2223,343,37,123,159,159,"3","4","10",1142,190,1113,98
"3873",3873,2299,325,20,167,214,185,"3","4","10",1159,497,1282,224
"3874",3874,2304,20,19,203,195,124,"3","4","10",939,350,1423,141
"3875",3875,2278,58,17,230,203,100,"4","4","10",782,268,1364,132
"3876",3876,2235,113,23,252,208,70,"4","4","3",684,212,1290,99
"3877",3877,2195,98,22,249,204,72,"4","4","3",616,134,1240,69
"3878",3878,2187,107,22,251,208,73,"4","4","3",594,108,1224,61
"3879",3879,2140,109,28,254,195,48,"4","4","3",534,30,1181,15
"3880",3880,2125,109,17,247,219,96,"4","4","3",516,0,1167,0
"3881",3881,2127,334,24,158,200,177,"3","4","4",470,30,1131,9
"3882",3882,2326,30,22,207,186,106,"3","4","6",153,234,960,24
"3883",3883,2319,37,22,214,187,99,"3","4","6",162,212,960,17
"3884",3884,2280,53,12,227,213,118,"4","4","6",390,0,990,0
"3885",3885,2279,306,9,196,235,179,"4","4","16",418,30,997,5
"3886",3886,2059,322,17,174,221,186,"4","4","14",726,0,569,0
"3887",3887,3209,62,18,233,199,92,"7","1","39",2967,42,3840,9
"3888",3888,2829,98,13,241,221,107,"5","3","13",882,295,1842,73
"3889",3889,2793,232,25,172,253,210,"5","3","13",721,67,2260,28
"3890",3890,2985,239,8,205,247,180,"2","3","32",1418,319,319,49
"3891",3891,2295,159,18,236,240,128,"3","4","4",466,153,339,41
"3892",3892,2175,336,11,194,225,169,"4","4","14",525,0,1033,0
"3893",3893,2351,27,14,213,209,129,"3","4","6",618,418,1260,192
"3894",3894,2157,190,19,217,251,160,"4","4","17",824,0,1075,0
"3895",3895,2160,199,24,203,252,171,"4","4","17",853,0,1087,0
"3896",3896,2169,197,31,194,247,167,"4","4","1",883,0,1100,0
"3897",3897,2145,103,13,242,222,108,"4","4","1",1209,0,1266,0
"3898",3898,2139,354,9,206,225,158,"4","4","17",1269,30,1298,-2
"3899",3899,2133,240,9,203,248,182,"4","4","17",1380,30,1368,-2
"3900",3900,2135,347,17,186,211,162,"4","4","17",1381,0,1326,0
"3901",3901,2139,341,25,161,195,168,"4","4","17",1383,0,1308,0
"3902",3902,2133,42,17,220,200,110,"4","4","17",1401,0,1224,0
"3903",3903,2130,45,5,221,229,143,"4","4","17",1406,0,1209,0
"3904",3904,2129,159,6,226,241,149,"4","4","17",1412,0,1195,0
"3905",3905,2128,172,9,226,245,151,"4","4","17",1419,30,1181,0
"3906",3906,2122,129,19,247,226,99,"4","4","17",1406,30,1155,7
"3907",3907,2115,135,16,244,231,111,"4","4","17",1390,0,1142,0
"3908",3908,2110,283,9,194,241,186,"4","4","17",1358,0,1120,0
"3909",3909,2119,299,12,187,236,189,"4","4","17",1343,30,1110,8
"3910",3910,2130,283,18,167,238,209,"4","4","17",1315,67,1092,6
"3911",3911,2295,329,25,153,202,184,"3","4","10",1226,458,1224,207
"3912",3912,2312,52,10,226,218,125,"4","4","6",953,324,1398,149
"3913",3913,2305,80,9,233,223,122,"4","4","10",900,295,1434,142
"3914",3914,2299,91,12,238,221,111,"4","4","3",875,283,1445,141
"3915",3915,2239,120,27,254,205,60,"4","4","3",726,212,1332,99
"3916",3916,2205,120,26,253,207,64,"4","4","3",658,150,1282,75
"3917",3917,2163,125,30,253,203,54,"4","4","3",595,67,1235,37
"3918",3918,2147,122,31,254,199,48,"4","4","3",576,42,1221,21
"3919",3919,2132,117,24,253,209,69,"4","4","3",558,30,1207,7
"3920",3920,2200,341,24,164,198,169,"4","4","10",576,0,1082,0
"3921",3921,2214,317,12,187,229,182,"4","4","1",636,0,1090,0
"3922",3922,2216,284,10,191,240,189,"4","4","1",612,0,1095,0
"3923",3923,2058,329,8,200,230,169,"4","4","3",768,0,607,0
"3924",3924,2091,315,28,136,205,203,"6","4","10",679,95,497,50
"3925",3925,2107,18,30,182,163,103,"6","4","10",495,190,228,115
"3926",3926,2037,57,32,223,155,41,"3","4","10",484,30,228,17
"3927",3927,3175,146,5,227,239,146,"1","1","23",3212,0,3420,0
"3928",3928,3062,159,19,236,240,126,"1","1","29",3224,417,1290,142
"3929",3929,2865,53,9,226,221,129,"2","1","23",2181,0,242,0
"3930",3930,2815,101,14,243,220,104,"5","3","31",853,228,1902,61
"3931",3931,2787,108,13,242,224,109,"5","3","31",764,127,1978,34
"3932",3932,2279,151,9,231,240,140,"4","4","10",309,120,234,17
"3933",3933,2289,160,20,236,240,124,"3","4","4",446,120,339,35
"3934",3934,2192,159,16,235,241,131,"4","4","4",420,0,816,0
"3935",3935,2191,190,18,218,251,161,"4","4","4",421,0,841,0
"3936",3936,2322,45,15,223,206,113,"3","4","6",350,285,1127,98
"3937",3937,2157,8,7,212,227,152,"4","4","17",859,30,1115,0
"3938",3938,2154,187,20,218,250,157,"4","4","17",918,0,1140,0
"3939",3939,2149,107,18,247,216,90,"4","4","1",1184,30,1276,4
"3940",3940,2144,22,7,216,225,146,"4","4","17",1213,0,1291,0
"3941",3941,2150,352,26,166,187,152,"4","4","17",1273,42,1323,12
"3942",3942,2141,328,9,199,230,171,"4","4","17",1410,30,1341,6
"3943",3943,2128,27,9,217,221,140,"4","4","17",1448,0,1154,0
"3944",3944,2126,72,10,232,220,119,"4","4","17",1448,0,1140,0
"3945",3945,2117,88,17,243,211,92,"4","4","17",1431,30,1127,2
"3946",3946,2116,307,17,173,228,195,"4","4","17",1384,0,1092,0
"3947",3947,2124,317,13,186,229,182,"4","4","17",1370,0,1082,0
"3948",3948,2125,307,7,201,236,175,"4","4","17",1355,30,1072,1
"3949",3949,2131,271,15,179,244,204,"4","4","17",1342,60,1063,7
"3950",3950,2219,12,23,190,187,127,"3","4","1",1262,201,1024,98
"3951",3951,2212,331,28,144,193,182,"3","4","10",1237,218,1020,91
"3952",3952,2306,342,26,156,190,166,"3","4","10",1230,361,1127,197
"3953",3953,2328,67,12,232,215,113,"4","4","6",1020,339,1340,145
"3954",3954,2310,114,14,243,225,108,"4","4","6",967,300,1374,127
"3955",3955,2304,135,14,241,233,118,"4","4","3",942,283,1392,141
"3956",3956,2292,136,19,246,229,104,"4","4","3",890,256,1429,129
"3957",3957,2285,138,20,246,229,102,"4","4","3",865,242,1448,127
"3958",3958,2269,133,24,250,221,85,"4","4","3",816,216,1410,111
"3959",3959,2259,126,25,252,213,73,"4","4","3",792,201,1392,101
"3960",3960,2246,118,27,254,204,59,"4","4","3",768,190,1374,100
"3961",3961,2205,128,26,252,214,73,"4","4","3",700,150,1323,69
"3962",3962,2194,128,28,252,209,64,"4","4","3",679,127,1307,58
"3963",3963,2181,124,29,253,204,56,"4","4","3",658,108,1291,51
"3964",3964,2171,356,20,184,201,151,"3","4","10",480,0,1130,0
"3965",3965,2227,346,23,168,195,161,"4","4","10",607,0,1124,0
"3966",3966,2231,345,20,177,205,164,"4","4","10",577,0,1130,0
"3967",3967,2230,337,14,189,221,170,"4","4","10",547,0,1136,0
"3968",3968,2259,228,14,199,252,188,"3","4","1",400,30,1103,5
"3969",3969,2340,275,28,133,233,232,"3","4","6",201,108,1041,44
